,store,sido,gungu,store_address
4860,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
4861,두류,대구,달서구,대구 달서구 두류동 620-12
4862,상인,대구,달서구,대구 달서구 상인동 1555-1
4863,성서,대구,달서구,대구 달서구 신당동 1761-5
4864,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
4865,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
4866,용산,대구,달서구,대구 달서구 용산동 950-1
4867,용산새방,대구,달서구,대구 달서구 용산동 499-2
4868,월성,대구,달서구,대구 달서구 본동 1135-4
4869,장기,대구,달서구,대구 달서구 장기동 826-6
4870,진천(대구),대구,달서구,대구 달서구 진천동 504
4871,호산파호,대구,달서구,대구 달서구 호산동 357-116
4872,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
4873,논공,대구,달성군,대구 달성군 논공읍 북리 803-148
4874,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
4875,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
4876,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
4877,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
4878,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
4879,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1
4880,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
4881,동구청,대구,동구,대구 동구 신암동 345-3
4882,동촌,대구,동구,대구 동구 검사동 1111
4883,동호,대구,동구,대구 동구 동호동 384-7
4884,방촌,대구,동구,대구 동구 방촌동 1118-121
4885,신천1호(대구),대구,동구,대구 동구 신천동 501-5
4886,신천2호,대구,동구,대구 동구 신청동 377-12
4887,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
4888,이시아,대구,동구,대구 동구 봉무동 1543
4889,지묘,대구,동구,대구 동구 지묘동 808-3
4890,지저불로,대구,동구,대구 동구 지저동 833-15
4891,관음,대구,북구,대구 북구 관음동 1383-9
4892,구암,대구,북구,대구 북구 태전동 1074-6
4893,금호지구,대구,북구,대구 북구 사수동 912
4894,도남지구,대구,북구,대구 북구 국우동 592-1
4895,동서변,대구,북구,대구 북구 동변동 669-4
4896,동천3지구,대구,북구,대구 북구 동천동 906-3
4897,복현1호,대구,북구,대구 북구 복현동 426-5
4898,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
4899,산격,대구,북구,대구 북구 산격동 1400-20
4900,신암대현,대구,북구,대구 북구 대현동 153-4
4901,연경,대구,북구,대구 북구 연경동 949-1
4902,원대노원,대구,북구,대구 북구 노원동3가 892-1
4903,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호
4904,칠성고성,대구,북구,대구 북구 칠성동2가 42-9
4905,침산,대구,북구,대구 북구 침산동 457-31
4906,태전(대구),대구,북구,대구 북구 태전동 155-35
4907,팔달매천,대구,북구,대구 북구 매천동 682
4908,학정,대구,북구,대구 북구 학정동 282-14
4909,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
4910,내당,대구,서구,대구 서구 내당동 219-7
4911,달성비산,대구,서구,대구 서구 비산동 440-5
4912,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
4913,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
4914,두류,대구,달서구,대구 달서구 두류동 620-12
4915,상인,대구,달서구,대구 달서구 상인동 1555-1
4916,성서,대구,달서구,대구 달서구 신당동 1761-5
4917,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
4918,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
4919,용산,대구,달서구,대구 달서구 용산동 950-1
4920,용산새방,대구,달서구,대구 달서구 용산동 499-2
4921,월성,대구,달서구,대구 달서구 본동 1135-4
4922,장기,대구,달서구,대구 달서구 장기동 826-6
4923,진천(대구),대구,달서구,대구 달서구 진천동 504
4924,평리,대구,서구,대구 서구 평리동 1217-2
4925,호산파호,대구,달서구,대구 달서구 호산동 357-116
4926,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
4927,만촌2호,대구,수성구,대구 수성구 만촌1동 1326-32
4928,범물,대구,수성구,대구 수성구 범물동 1374-4
4929,범어1호,대구,수성구,대구 수성구 범어동 203-18
4930,범어2호,대구,수성구,대구 수성구 범어동 478-12
4931,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11
4932,시지1호,대구,수성구,대구 수성구 매호동 1328-12
4933,시지2호,대구,수성구,대구 수성구 시지동 489-2
4934,시지3호,대구,수성구,대구 수성구 신매동 593-4
4935,중동,대구,수성구,대구 수성구 중동 258-3
4936,파동,대구,수성구,대구 수성구 상동 380-2
4937,황금,대구,수성구,대구 수성구 황금동 843-1
4938,남산,대구,중구,대구 중구 남산동 94-25
4939,중앙(대구),대구,중구,대구 중구 남일동 33-9
4940,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1
4941,계산1호,인천,계양구,인천 계양구 계산동 1081-10
4942,계산2호,인천,계양구,인천 계양구 계산동 61-2
4943,계산3호,인천,계양구,인천 계양구 계산동 942-30
4944,임학박촌,인천,계양구,인천 계양구 박촌동 52-3
4945,작전1호,인천,계양구,인천 계양구 작전동 149-1
4946,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호"
4947,효성2호,인천,계양구,인천 계양구 효성2동 273-3
4948,관교,인천,남구,인천 남구 관교동 321-5
4949,용현2동,인천,남구,인천 남구 용현동 558-32
4950,용현5동,인천,남구,인천 남구 용현동 630-45
4951,주안1호,인천,남구,인천 남구 주안동 1523-2
4952,주안2호,인천,남구,인천 남구 도화동 432-2
4953,주안3호,인천,남구,인천 남구 주안동 929-11
4954,학익1호,인천,남구,인천 남구 학익동 293-37
4955,간석1호,인천,남동구,인천 남동구 구월동 70-80
4956,구월,인천,남동구,인천 남동구 구월동 1133-13
4957,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2
4958,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
4959,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
4960,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
4961,만수2호,인천,남동구,인천 남동구 만수동 1118-2
4962,만수3호,인천,남동구,인천 남동구 간석3동 921-14
4963,만수역,인천,남동구,인천 남동구 만수동 886-35
4964,서창,인천,남동구,인천 남동구 서창동 706
4965,소래포구,인천,남동구,인천 남동구 논현동 671-3
4966,간석1호,인천,남동구,인천 남동구 구월동 70-80
4967,구월,인천,남동구,인천 남동구 구월동 1133-13
4968,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2
4969,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
4970,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
4971,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
4972,만수2호,인천,남동구,인천 남동구 만수동 1118-2
4973,만수3호,인천,남동구,인천 남동구 간석3동 921-14
4974,만수역,인천,남동구,인천 남동구 만수동 886-35
4975,서창,인천,남동구,인천 남동구 서창동 706
4976,소래포구,인천,남동구,인천 남동구 논현동 671-3
4977,송현(인천),인천,동구,인천 동구 송림동 234-1
4978,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8
4979,부개3동,인천,부평구,인천 부평구 부개동 12-176
4980,부평1호,인천,부평구,인천 부평구 부평동 451-30
4981,부평2호,인천,부평구,인천 부평구 부평동 889-8
4982,부평역,인천,부평구,인천 부평구 부평동 192-14
4983,산곡1호,인천,부평구,인천 부평구 산곡동 369-270
4984,산곡2호,인천,부평구,인천 부평구 청천동 259-15
4985,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1
4986,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1
4987,십정1호,인천,부평구,인천 부평구 십정동 440-11
4988,청천,인천,부평구,인천 부평구 청천동 14-8
4989,가정루원시티,인천,서구,인천 서구 가정동 614-14
4990,가좌,인천,서구,인천 서구 가좌동 30-78
4991,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1
4992,검단신도시1호,인천,서구,인천 서구 이음5로 34
4993,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호
4994,당하,인천,서구,인천 서구 마전동 585
4995,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103
4996,석남가정,인천,서구,인천 서구 가정동 505-4
4997,연희1호(인천),인천,서구,인천 서구 심곡동 257-15
4998,청라호수공원,인천,서구,인천 서구 청라동 152-15
4999,동춘,인천,연수구,인천 연수구 동춘동 934-1
5000,선학연수3호,인천,연수구,인천 연수구 선학동 406-2
5001,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호
5002,송도8공구,인천,연수구,인천 연수구 송도동 316
5003,송도드림시티,인천,연수구,인천 연수구 송도동 3-2
5004,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크)
5005,연수중앙,인천,연수구,인천 연수구 연수동 626
5006,옥련,인천,연수구,인천 연수구 옥련동 194-4
5007,공항신도시,인천,중구,인천 중구 운서동 2801-3
5008,영종하늘도시,인천,중구,인천 중구 중산동 1884-4
5009,운서,인천,중구,인천 중구 운서동 2913-3
5010,선운지구,광주,광산구,광주 광산구 선암동 777
5011,소촌우산,광주,광산구,광주 광산구 소촌동 244-6
5012,송정1호,광주,광산구,광주 광산구 도산동 1143
5013,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층
5014,수완2호,광주,광산구,광주 광산구 수완동 1126
5015,신가,광주,광산구,광주 광산구 신가동 974-6
5016,신창,광주,광산구,광주 광산구 신창동 1236-1
5017,운남1호,광주,광산구,광주 광산구 월곡2동 683-1
5018,첨단1호,광주,광산구,광주 광산구 산월동 884-2
5019,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지
5020,첨단중앙,광주,광산구,광주 광산구 월계동 887-3
5021,하남1호,광주,광산구,광주 광산구 산정동 977-13
5022,하남2지구,광주,광산구,광주 광산구 산정동 1039
5023,노대효천,광주,남구,광주 남구 노대동 819
5024,백운,광주,남구,광주 남구 서동 71-15
5025,봉선1호,광주,남구,광주 남구 주월1동 1253-4
5026,봉선2호,광주,남구,광주 남구 봉선동 164-1
5027,주월,광주,남구,광주 남구 월산동 1034-17
5028,진월,광주,남구,광주 남구 진월동 426-1
5029,계림,광주,동구,광주 동구 대인동 319-6
5030,조선대,광주,동구,광주 동구 지산동 500번지
5031,학동,광주,동구,광주 동구 학동 735-16
5032,두암1호,광주,북구,광주 북구 두암2동 826-50
5033,매곡,광주,북구,광주 북구 매곡동 334-5
5034,문흥1호,광주,북구,광주 북구 문흥동 980-15
5035,양산1호,광주,북구,광주 북구 양산동 877-1 1층
5036,연제,광주,북구,광주 북구 연제동 41-3
5037,오치,광주,북구,광주 북구 오치동 785-4
5038,운암1호,광주,북구,광주 북구 운암3동 1051-5
5039,운암2호(광주),광주,북구,광주 북구 운암동 운암동 130-1
5040,일곡1호,광주,북구,광주 북구 일곡동 834-11
5041,전남대,광주,북구,광주 북구 용봉동 157-20
5042,첨단신용,광주,북구,광주 북구 신용동 693
5043,금호,광주,서구,광주 서구 쌍촌동 881번지
5044,농성1호,광주,서구,광주 서구 화정동 178-128
5045,동천(광주),광주,서구,광주 서구 동천동 598
5046,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호"
5047,상무1호,광주,서구,광주 서구 치평동 1258
5048,쌍촌1호,광주,서구,광주 서구 쌍촌동 147
5049,풍암1호,광주,서구,광주 서구 풍암동 1111-2
5050,화정1호(광주),광주,서구,광주 서구 화정동 824-16
5051,화정2호,광주,서구,"광주 서구 농성동 666-1 1층 113,114호"
5052,법동,대전,대덕구,대전 대덕구 중리동 385-26
5053,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4
5054,신탄진,대전,대덕구,대전 대덕구 석봉동 309-1
5055,한남대,대전,대덕구,대전 대덕구 한남로 오정동 223-260
5056,가오천동,대전,동구,대전 동구 가오동 235-12
5057,낭월,대전,동구,대전 동구 낭월동 370
5058,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동
5059,용운,대전,동구,대전 동구 용운동 306-3
5060,자양대동,대전,동구,대전 동구 대동 192-1
5061,가장내동,대전,서구,대전 서구 가장동 50-45
5062,갈마1호,대전,서구,대전 서구 갈마동 394-29
5063,관저느리울,대전,서구,대전 서구 관저동 1354
5064,도마1호,대전,서구,대전 서구 도마동 114-19
5065,도안2지구,대전,서구,대전 서구 가수원동 1036
5066,둔산1호,대전,서구,대전 서구 둔산2동 1093
5067,둔산2호,대전,서구,대전 서구 둔산동 1851
5068,만년,대전,서구,대전 서구 만년동 316
5069,복수,대전,서구,대전 서구 복수동 622
5070,월평1호,대전,서구,대전 서구 월평동 525
5071,탄방,대전,서구,대전 서구 탄방동 1007
5072,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지
5073,관평,대전,유성구,대전 유성구 관평동 1056
5074,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호
5075,노은2지구,대전,유성구,대전 유성구 지족동 985-2
5076,도안1지구,대전,유성구,대전 유성구 상대동 469-9
5077,송강,대전,유성구,대전 유성구 봉산동 198-13
5078,신성,대전,유성구,대전 유성구 신성동 137-15
5079,유성,대전,유성구,대전 유성구 봉명동 621-1
5080,전민,대전,유성구,대전 유성구 문지동 635-8
5081,한밭대,대전,유성구,대전 유성구 덕명동 592-6
5082,대사부사,대전,중구,대전 중구 대사동 69-53
5083,대흥,대전,중구,대전 중구 대흥동 204-3
5084,문화1호,대전,중구,대전 중구 문화동 466-16
5085,용두오류,대전,중구,대전 중구 오류동 153-27
5086,중촌목동,대전,중구,대전 중구 중촌동 12-5
5087,태평1호,대전,중구,대전 중구 유천동 326-13
5088,공업탑,울산,,울산  남구 신정동 1224-9
5089,달동,울산,남구,울산 남구 달동 135-2
5090,무거1호,울산,남구,울산 남구 무거동 1484-2
5091,삼산(울산),울산,남구,울산 남구 달동 1266-9
5092,삼산2호,울산,남구,울산 남구 삼산동 203-15
5093,수암,울산,남구,울산 남구 야음동 692-6
5094,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1
5095,야음1호,울산,남구,울산 남구 야음동 715-3
5096,야음2호,울산,남구,울산 남구 야음1동 455-8
5097,옥동(울산),울산,남구,울산 남구 옥동 584-11
5098,울대,울산,남구,울산 남구 무거동 623-6
5099,남목서부,울산,동구,울산 동구 서부동 113-33
5100,방어,울산,동구,울산 동구 방어동 1087-9
5101,전하,울산,동구,울산 동구 전하2동 634-4
5102,화정,울산,동구,울산 동구 일산동 581-36
5103,강동산하,울산,북구,울산 북구 산하동 89
5104,송정지구,울산,북구,울산 북구 송정동 407
5105,양정염포,울산,북구,울산 북구 양정동 497-11
5106,진장명촌,울산,북구,울산 북구 명촌동 692-3
5107,호계1호(울산),울산,북구,울산 북구 호계동 286-15
5108,호계2호,울산,북구,울산 북구 신천동 107-4
5109,화봉,울산,북구,울산 북구 연암동 414-3
5110,교동(울산),울산,울주군,울산 울주군 삼남면 교동리 1578-1
5111,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6
5112,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10
5113,덕신,울산,울주군,울산 울주군 덕신리 1294-2
5114,덕하,울산,울주군,울산 울주군 상남리 818-17
5115,언양,울산,울주군,울산 울주군 언양읍 남부리 256-2
5116,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호
5117,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5
5118,다운,울산,중구,울산 중구 다운동 536-1
5119,반구1호,울산,중구,울산 중구 반구동 874-3
5120,반구2호,울산,중구,울산 중구 반구동 99-17
5121,복산,울산,중구,울산 중구 복산동 399-12
5122,성안,울산,중구,울산 중구 성안동 804-10
5123,약사병영,울산,중구,울산 중구 약사동 629-17
5124,옥교,울산,중구,울산 중구 학산동 3-27
5125,우정,울산,중구,울산 중구 우정동 436-41
5126,우정혁신,울산,중구,울산 중구 유곡동 473-8
5127,태화,울산,중구,울산 중구 태화동 117-2
5128,한솔,세종,한솔동,세종 한솔동 927
5129,도담,세종,도담동,세종 도담동 655 해피라움7동
5130,세종아름,세종,,세종  아름동 1363
5131,보람,세종시,보람동,세종시 보람동 628-4
5132,고운,세종,고운동,세종 고운동 1718
5133,조치원1호,세종,조치원읍,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호
5134,다정,세종특별자치시,다정동,세종특별자치시 다정동 363-10
5135,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5
5136,청평,경기,가평군,경기 가평군 청평면 청평리 452-5
5137,현리,경기,가평군,경기 가평군 하면 현리 259-7
5138,고양동,경기,고양시,경기 고양시 덕양구 고양동 176-8 104호
5139,삼송,경기도,고양시,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호
5140,원당,경기,고양시,경기 고양시 덕양구 성사동 519-2
5141,원흥,경기,고양시,경기 고양시 덕양구 도내동 966
5142,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2
5143,행신역,경기,고양시,경기 고양시 덕양구 행신동 708-3
5144,향동지구,경기,고양시,경기 고양시 덕양구 향동동 460-6
5145,화정1호(고양),경기,고양시,경기 고양시 덕양구 화정동 906-5 1층 102호
5146,화정역,경기,고양시,경기 고양시 덕양구 화정동 979-2
5147,강선,경기,고양시,경기 고양시 일산동구 정발산동 687-5
5148,밤가시후곡,경기,고양시,경기 고양시 일산동구 정발산동 1093
5149,백마강촌,경기,고양시,경기 고양시 일산동구 마두동 753-3
5150,백송,경기,고양시,경기 고양시 일산동구 백석동 1225 중앙프라자 103호
5151,식사,경기,고양시,경기 고양시 일산동구 식사동 1531
5152,중산,경기,고양시,경기 고양시 일산동구 중산동 1667-3
5153,풍동,경기,고양시,경기 고양시 일산동구 풍동 1273-5
5154,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15
5155,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6
5156,대화,경기,고양시,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호)
5157,주엽,경기,고양시,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호
5158,킨텍스,경기,고양시,경기 고양시 일산서구 대화동 2606
5159,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1562-5
5160,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호
5161,과천역,경기,과천시,경기 과천시 부림동 49
5162,광명1호,경기,광명시,경기 광명시 광명동 158-1015
5163,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호"
5164,소하1호,경기,광명시,경기 광명시 소하동 1240-1
5165,소하2호,경기,광명시,경기 광명시 소하동 1342-1
5166,철산1호,경기,광명시,경기 광명시 철산동 210-1
5167,철산2호,경기,광명시,경기 광명시 철산동 92-1
5168,철산역,경기,광명시,경기 광명시 철산동 429
5169,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호"
5170,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9
5171,광주1호,경기,광주시,경기 광주시 경안동 154-1
5172,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4
5173,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3
5174,초월,경기,광주시,경기 광주시 초월읍 경충대로 1255
5175,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14
5176,회덕,경기,광주시,경기 광주시 목현동 1-2
5177,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호"
5178,수택,경기,구리시,경기 구리시 수택동 433-49
5179,인창,경기,구리시,경기 구리시 인창동 344-7
5180,토평,경기,구리시,경기 구리시 토평동 999-2
5181,금정역,경기,군포시,경기 군포시 산본동 236-2
5182,당동1호,경기,군포시,경기 군포시 당동 917-4 103호(중앙프라자)
5183,부곡(군포),경기,군포시,경기 군포시 부곡동 1120-4
5184,산본1호,경기,군포시,경기 군포시 산본동 1151
5185,산본사거리,경기,군포시,경기 군포시 산본동 1060 산본타운 2층
5186,산본역,경기,군포시,경기 군포시 산본동 1132-2
5187,호계3호,경기,군포시,경기 군포시 당정동 2-3
5188,구래,경기,김포시,경기 김포시 구래동 6883-1
5189,북변,경기,김포시,경기 김포시 감정동 529-3
5190,사우,경기,김포시,경기 김포시 사우동 998
5191,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2
5192,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층
5193,장기1호,경기,김포시,경기 김포시 장기동 1911-4
5194,통진1호,경기,김포시,경기 김포시 통진읍 서암리 758-79
5195,풍무,경기,김포시,경기 김포시 풍무동 191-2
5196,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2
5197,다산신도시2호,경기,남양주시,경기 남양주시 다산동 6030-2
5198,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91
5199,도농1호,경기,남양주시,경기 남양주시 다산동 608
5200,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8
5201,별내2호,경기,남양주시,경기 남양주시 별내동 846-7
5202,별내역,경기,남양주시,경기 남양주시 별내동 1006-1
5203,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19
5204,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4
5205,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1
5206,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1
5207,창현,경기,남양주시,경기 남양주시 화도읍 창현리 731-3
5208,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14
5209,평내,경기,남양주시,경기 남양주시 평내동 582-5
5210,호평,경기,남양주시,경기 남양주시 호평동 656-1
5211,생연,경기,동두천시,경기 동두천시 생연동 689-28
5212,송내(동두천),경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호
5213,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2
5214,송내(부천),경기,부천시,경기 부천시 소사구 송내1동 366-13
5215,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17
5216,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4
5217,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15
5218,복사골,경기,부천시,경기 부천시 원미구 중동 716-4
5219,상동1호,경기,부천시,경기 부천시 원미구 상2동 546-6 110호
5220,상동역,경기,부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호
5221,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2
5222,신중동,경기,부천시,경기 부천시 원미구 중동 1147-1
5223,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5
5224,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3
5225,중동꿈마을,경기,부천시,경기 부천시 원미구 심곡동 93-1
5226,동판교,경기,성남시,경기 성남시 분당구 삼평동 664
5227,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2
5228,미금,경기,성남시,경기 성남시 분당구 구미동 50-2
5229,분당효자,경기,성남시,경기 성남시 분당구 서현동 333-1
5230,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3
5231,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가"
5232,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트
5233,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호"
5234,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4
5235,야탑역,경기,성남시,경기 성남시 분당구 야탑동 376-13
5236,정자,경기,성남시,경기 성남시 분당구 정자동 17-5
5237,고등,경기,성남시,경기 성남시 수정구 고등동 595-11
5238,성남위례,경기,성남시,경기 성남시 수정구 창곡동 547-8
5239,수진1호,경기,성남시,경기 성남시 수정구 수진동 88번지 102호
5240,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34
5241,태평1동,경기,성남시,경기 성남시 수정구 태평동 6147-2
5242,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706
5243,모란역,경기,성남시,경기 성남시 중원구 성남동 3249
5244,은행1호(성남),경기,성남시,경기 성남시 중원구 은행동 663-3
5245,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4
5246,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5
5247,금곡1호,경기,수원시,경기 수원시 권선구 금곡동 1088-1
5248,매교,경기,수원시,경기 수원시 권선구 세류동 97-5
5249,오목고색,경기,수원시,경기 수원시 권선구 오목천동 314-20
5250,탑동(수원),경기,수원시,경기 수원시 권선구 서둔동 240-5
5251,호매실,경기,수원시,경기 수원시 권선구 금곡동 1137-3
5252,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호
5253,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4
5254,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69
5255,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21
5256,신동1호,경기,수원시,경기 수원시 영통구 신동 935-3
5257,신영통1호,경기,수원시,경기 수원시 영통구 망포동 381-2
5258,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-1
5259,영통2호,경기,수원시,경기 수원시 영통구 영통동 952-5
5260,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13
5261,영화,경기,수원시,경기 수원시 장안구 영화동 425-3
5262,율전1호,경기,수원시,경기 수원시 장안구 율전동 298-8
5263,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2
5264,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층"
5265,조원1호,경기,수원시,경기 수원시 장안구 조원동 742-9
5266,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1
5267,수원역,경기,수원시,경기 수원시 팔달구 고등동 86-4
5268,아주대,경기,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워
5269,우만1호,경기,수원시,경기 수원시 팔달구 우만동 481
5270,인계,경기,수원시,경기 수원시 팔달구 인계동 1118-12
5271,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호"
5272,화서2호,경기,수원시,경기 수원시 팔달구 화서동 185-3
5273,거모,경기,시흥시,경기 시흥시 거모동 1757-1
5274,거북섬,경기,시흥시,경기 시흥시 정왕동 2720-6
5275,능곡,경기,시흥시,경기 시흥시 능곡동 545
5276,매화,경기,시흥시,경기 시흥시 매화동 853-3
5277,목감신도시2호,경기,시흥시,경기 시흥시 조남동 657-2
5278,목감역,경기,시흥시,경기 시흥시 목감동 410-2
5279,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호"
5280,배곧신도시2호,경기,시흥시,경기 시흥시 정왕동 2536
5281,신천1호(시흥),경기,시흥시,경기 시흥시 신천동 707-50
5282,월곶,경기도,시흥시,경기도 시흥시 월곶동 1015-1
5283,은계,경기,시흥시,경기 시흥시 은행동 645-5
5284,은행1호(시흥),경기,시흥시,경기 시흥시 대야동 580-4
5285,장곡,경기,시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩"
5286,장현,경기,시흥시,경기 시흥시 장현동 516-1
5287,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2
5288,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3
5289,정왕3호,경기,시흥시,경기 시흥시 정왕동 1728-12
5290,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1
5291,고잔2호,경기,안산시,경기 안산시 단원구 와동 720-13
5292,선부1호,경기,안산시,경기 안산시 단원구 선부동 1070-2
5293,선부2호,경기,안산시,경기 안산시 단원구 선부동 1142-7
5294,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6
5295,중앙(안산),경기,안산시,경기 안산시 단원구 고잔동 540-7
5296,초지역,경기,안산시,경기 안산시 단원구 초지동 592
